,News Account,Date and Time Created (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweet Counter
341,@FoxNews,Thu Mar 29 06:45:00 +0000 2018,0.0,0.0,0.0,1.0,42
342,@FoxNews,Thu Mar 29 06:40:00 +0000 2018,-0.8074,0.0,0.3,0.7,43
343,@FoxNews,Thu Mar 29 06:35:00 +0000 2018,-0.5267,0.0,0.195,0.805,44
344,@FoxNews,Thu Mar 29 06:30:00 +0000 2018,0.0,0.0,0.0,1.0,45
345,@FoxNews,Thu Mar 29 06:25:00 +0000 2018,0.4404,0.262,0.0,0.738,46
346,@FoxNews,Thu Mar 29 06:20:41 +0000 2018,0.0,0.0,0.0,1.0,47
347,@FoxNews,Thu Mar 29 06:20:00 +0000 2018,0.0,0.0,0.0,1.0,48
348,@FoxNews,Thu Mar 29 06:15:00 +0000 2018,-0.34,0.0,0.221,0.779,49
349,@FoxNews,Thu Mar 29 06:10:00 +0000 2018,0.0,0.0,0.0,1.0,50
350,@FoxNews,Thu Mar 29 06:05:00 +0000 2018,0.4939,0.151,0.0,0.849,51
351,@FoxNews,Thu Mar 29 06:00:00 +0000 2018,0.4466,0.147,0.0,0.853,52
352,@FoxNews,Thu Mar 29 05:55:00 +0000 2018,-0.5859,0.0,0.27,0.73,53
353,@FoxNews,Thu Mar 29 05:50:00 +0000 2018,0.3182,0.141,0.0,0.859,54
354,@FoxNews,Thu Mar 29 05:45:00 +0000 2018,0.0,0.0,0.0,1.0,55
355,@FoxNews,Thu Mar 29 05:40:00 +0000 2018,0.0,0.0,0.0,1.0,56
356,@FoxNews,Thu Mar 29 05:35:00 +0000 2018,-0.4767,0.0,0.193,0.807,57
357,@FoxNews,Thu Mar 29 05:30:00 +0000 2018,0.0772,0.067,0.0,0.933,58
358,@FoxNews,Thu Mar 29 05:25:00 +0000 2018,0.0,0.0,0.0,1.0,59
359,@FoxNews,Thu Mar 29 05:20:00 +0000 2018,0.4404,0.162,0.0,0.838,60
360,@FoxNews,Thu Mar 29 05:15:00 +0000 2018,-0.6597,0.0,0.268,0.732,61
361,@FoxNews,Thu Mar 29 05:10:00 +0000 2018,-0.3182,0.089,0.142,0.769,62
362,@FoxNews,Thu Mar 29 05:05:00 +0000 2018,-0.5106,0.0,0.292,0.708,63
363,@FoxNews,Thu Mar 29 05:00:01 +0000 2018,-0.3182,0.0,0.113,0.887,64
364,@FoxNews,Thu Mar 29 04:55:00 +0000 2018,0.0,0.0,0.0,1.0,65
365,@FoxNews,Thu Mar 29 04:50:00 +0000 2018,0.2235,0.082,0.0,0.918,66
366,@FoxNews,Thu Mar 29 04:45:00 +0000 2018,0.0,0.0,0.0,1.0,67
367,@FoxNews,Thu Mar 29 04:40:00 +0000 2018,0.6605,0.222,0.0,0.778,68
368,@FoxNews,Thu Mar 29 04:35:00 +0000 2018,0.0,0.0,0.0,1.0,69
369,@FoxNews,Thu Mar 29 04:30:00 +0000 2018,0.6841,0.214,0.0,0.786,70
370,@FoxNews,Thu Mar 29 04:25:00 +0000 2018,0.0,0.0,0.0,1.0,71
371,@FoxNews,Thu Mar 29 04:20:00 +0000 2018,0.296,0.136,0.0,0.864,72
372,@FoxNews,Thu Mar 29 04:15:00 +0000 2018,-0.9186,0.0,0.545,0.455,73
373,@FoxNews,Thu Mar 29 04:10:00 +0000 2018,0.0,0.0,0.0,1.0,74
374,@FoxNews,Thu Mar 29 04:05:00 +0000 2018,-0.8271,0.0,0.372,0.628,75
375,@FoxNews,Thu Mar 29 04:01:48 +0000 2018,0.0,0.0,0.0,1.0,76
376,@FoxNews,Thu Mar 29 04:01:00 +0000 2018,0.0772,0.075,0.0,0.925,77
377,@FoxNews,Thu Mar 29 03:48:10 +0000 2018,-0.7351,0.0,0.36,0.64,78
378,@FoxNews,Thu Mar 29 03:36:02 +0000 2018,0.4019,0.197,0.0,0.803,79
379,@FoxNews,Thu Mar 29 03:21:49 +0000 2018,0.0,0.0,0.0,1.0,80
380,@FoxNews,Thu Mar 29 03:03:54 +0000 2018,0.122,0.167,0.144,0.689,81
381,@FoxNews,Thu Mar 29 02:55:22 +0000 2018,0.0,0.0,0.0,1.0,82
382,@FoxNews,Thu Mar 29 02:50:31 +0000 2018,0.0,0.0,0.0,1.0,83
383,@FoxNews,Thu Mar 29 02:45:12 +0000 2018,-0.5267,0.0,0.328,0.672,84
384,@FoxNews,Thu Mar 29 02:43:17 +0000 2018,-0.4767,0.0,0.181,0.819,85
385,@FoxNews,Thu Mar 29 02:40:19 +0000 2018,-0.7845,0.0,0.289,0.711,86
386,@FoxNews,Thu Mar 29 02:36:56 +0000 2018,-0.6369,0.0,0.174,0.826,87
387,@FoxNews,Thu Mar 29 02:35:36 +0000 2018,0.0,0.0,0.0,1.0,88
388,@FoxNews,Thu Mar 29 02:21:04 +0000 2018,-0.5859,0.0,0.174,0.826,89
389,@FoxNews,Thu Mar 29 02:15:28 +0000 2018,0.0,0.0,0.0,1.0,90
390,@FoxNews,Thu Mar 29 02:08:15 +0000 2018,0.0,0.0,0.0,1.0,91
391,@FoxNews,Thu Mar 29 02:05:42 +0000 2018,0.0,0.0,0.0,1.0,92
392,@FoxNews,Thu Mar 29 02:02:55 +0000 2018,-0.3818,0.0,0.167,0.833,93
393,@FoxNews,Thu Mar 29 01:56:02 +0000 2018,0.4939,0.225,0.0,0.775,94
394,@FoxNews,Thu Mar 29 01:42:51 +0000 2018,0.0,0.0,0.0,1.0,95
395,@FoxNews,Thu Mar 29 01:36:25 +0000 2018,0.4019,0.162,0.0,0.838,96
396,@FoxNews,Thu Mar 29 01:32:41 +0000 2018,-0.4588,0.0,0.25,0.75,97
397,@FoxNews,Thu Mar 29 01:24:18 +0000 2018,-0.4215,0.0,0.128,0.872,98
398,@FoxNews,Thu Mar 29 01:11:09 +0000 2018,0.296,0.115,0.0,0.885,99
399,@FoxNews,Thu Mar 29 01:10:32 +0000 2018,0.0,0.0,0.0,1.0,100
400,@nytimes,Thu Mar 29 08:14:03 +0000 2018,0.6908,0.263,0.0,0.737,1
401,@nytimes,Thu Mar 29 08:02:06 +0000 2018,-0.296,0.0,0.155,0.845,2
402,@nytimes,Thu Mar 29 07:47:05 +0000 2018,-0.5423,0.0,0.171,0.829,3
403,@nytimes,Thu Mar 29 07:32:06 +0000 2018,-0.6369,0.0,0.208,0.792,4
404,@nytimes,Thu Mar 29 07:26:50 +0000 2018,0.0,0.0,0.0,1.0,5
405,@nytimes,Thu Mar 29 07:17:07 +0000 2018,0.3612,0.215,0.138,0.646,6
406,@nytimes,Thu Mar 29 07:08:18 +0000 2018,0.6808,0.444,0.0,0.556,7
407,@nytimes,Thu Mar 29 07:02:05 +0000 2018,-0.6619,0.151,0.318,0.531,8
408,@nytimes,Thu Mar 29 06:31:05 +0000 2018,0.6249,0.17,0.0,0.83,9
409,@nytimes,Thu Mar 29 05:59:27 +0000 2018,0.0,0.0,0.0,1.0,10
410,@nytimes,Thu Mar 29 05:41:06 +0000 2018,0.2023,0.083,0.0,0.917,11
411,@nytimes,Thu Mar 29 05:21:04 +0000 2018,0.4404,0.244,0.0,0.756,12
412,@nytimes,Thu Mar 29 05:02:02 +0000 2018,0.0,0.0,0.0,1.0,13
413,@nytimes,Thu Mar 29 04:41:06 +0000 2018,-0.7778,0.074,0.393,0.533,14
414,@nytimes,Thu Mar 29 04:21:04 +0000 2018,0.0,0.0,0.0,1.0,15
415,@nytimes,Thu Mar 29 04:08:47 +0000 2018,0.0,0.0,0.0,1.0,16
416,@nytimes,Thu Mar 29 04:02:02 +0000 2018,0.7783,0.328,0.0,0.672,17
417,@nytimes,Thu Mar 29 03:54:55 +0000 2018,0.2263,0.356,0.249,0.395,18
418,@nytimes,Thu Mar 29 03:47:00 +0000 2018,-0.8625,0.0,0.407,0.593,19
419,@nytimes,Thu Mar 29 03:32:03 +0000 2018,-0.6705,0.081,0.285,0.633,20
420,@nytimes,Thu Mar 29 08:14:03 +0000 2018,0.6908,0.263,0.0,0.737,21
421,@nytimes,Thu Mar 29 08:02:06 +0000 2018,-0.296,0.0,0.155,0.845,22
422,@nytimes,Thu Mar 29 07:47:05 +0000 2018,-0.5423,0.0,0.171,0.829,23
423,@nytimes,Thu Mar 29 07:32:06 +0000 2018,-0.6369,0.0,0.208,0.792,24
424,@nytimes,Thu Mar 29 07:26:50 +0000 2018,0.0,0.0,0.0,1.0,25
425,@nytimes,Thu Mar 29 07:17:07 +0000 2018,0.3612,0.215,0.138,0.646,26
426,@nytimes,Thu Mar 29 07:08:18 +0000 2018,0.6808,0.444,0.0,0.556,27
427,@nytimes,Thu Mar 29 07:02:05 +0000 2018,-0.6619,0.151,0.318,0.531,28
428,@nytimes,Thu Mar 29 06:31:05 +0000 2018,0.6249,0.17,0.0,0.83,29
429,@nytimes,Thu Mar 29 05:59:27 +0000 2018,0.0,0.0,0.0,1.0,30
430,@nytimes,Thu Mar 29 05:41:06 +0000 2018,0.2023,0.083,0.0,0.917,31
431,@nytimes,Thu Mar 29 05:21:04 +0000 2018,0.4404,0.244,0.0,0.756,32
432,@nytimes,Thu Mar 29 05:02:02 +0000 2018,0.0,0.0,0.0,1.0,33
433,@nytimes,Thu Mar 29 04:41:06 +0000 2018,-0.7778,0.074,0.393,0.533,34
434,@nytimes,Thu Mar 29 04:21:04 +0000 2018,0.0,0.0,0.0,1.0,35
435,@nytimes,Thu Mar 29 04:08:47 +0000 2018,0.0,0.0,0.0,1.0,36
436,@nytimes,Thu Mar 29 04:02:02 +0000 2018,0.7783,0.328,0.0,0.672,37
437,@nytimes,Thu Mar 29 03:54:55 +0000 2018,0.2263,0.356,0.249,0.395,38
438,@nytimes,Thu Mar 29 03:47:00 +0000 2018,-0.8625,0.0,0.407,0.593,39
439,@nytimes,Thu Mar 29 03:32:03 +0000 2018,-0.6705,0.081,0.285,0.633,40
440,@nytimes,Thu Mar 29 03:17:06 +0000 2018,0.6597,0.265,0.0,0.735,41
441,@nytimes,Thu Mar 29 03:02:01 +0000 2018,0.0,0.0,0.0,1.0,42
442,@nytimes,Thu Mar 29 02:47:01 +0000 2018,0.0,0.0,0.0,1.0,43
443,@nytimes,Thu Mar 29 02:32:03 +0000 2018,0.0,0.0,0.0,1.0,44
444,@nytimes,Thu Mar 29 02:17:03 +0000 2018,-0.8834,0.0,0.34,0.66,45
445,@nytimes,Thu Mar 29 02:06:06 +0000 2018,0.5563,0.204,0.0,0.796,46
446,@nytimes,Thu Mar 29 01:55:04 +0000 2018,-0.296,0.0,0.216,0.784,47
447,@nytimes,Thu Mar 29 01:44:02 +0000 2018,0.5267,0.175,0.0,0.825,48
448,@nytimes,Thu Mar 29 01:32:06 +0000 2018,0.0,0.0,0.0,1.0,49
449,@nytimes,Thu Mar 29 01:16:21 +0000 2018,0.0,0.0,0.0,1.0,50
450,@nytimes,Thu Mar 29 01:00:09 +0000 2018,-0.6486,0.0,0.17,0.83,51
451,@nytimes,Thu Mar 29 00:47:03 +0000 2018,0.5775,0.208,0.0,0.792,52
452,@nytimes,Thu Mar 29 00:32:06 +0000 2018,0.5719,0.245,0.103,0.651,53
453,@nytimes,Thu Mar 29 00:17:02 +0000 2018,-0.296,0.0,0.155,0.845,54
454,@nytimes,Thu Mar 29 00:02:07 +0000 2018,0.3182,0.113,0.0,0.887,55
455,@nytimes,Wed Mar 28 23:47:02 +0000 2018,-0.6808,0.0,0.237,0.763,56
456,@nytimes,Wed Mar 28 23:32:04 +0000 2018,0.6908,0.263,0.0,0.737,57
457,@nytimes,Wed Mar 28 23:17:01 +0000 2018,0.0,0.0,0.0,1.0,58
458,@nytimes,Wed Mar 28 23:02:06 +0000 2018,-0.3182,0.0,0.108,0.892,59
459,@nytimes,Wed Mar 28 22:47:03 +0000 2018,0.0,0.0,0.0,1.0,60
460,@nytimes,Wed Mar 28 22:32:04 +0000 2018,0.0,0.0,0.0,1.0,61
461,@nytimes,Wed Mar 28 22:17:04 +0000 2018,0.0,0.0,0.0,1.0,62
462,@nytimes,Wed Mar 28 22:08:01 +0000 2018,0.0,0.0,0.0,1.0,63
463,@nytimes,Wed Mar 28 22:01:00 +0000 2018,0.4404,0.146,0.0,0.854,64
464,@nytimes,Wed Mar 28 21:48:58 +0000 2018,0.0,0.0,0.0,1.0,65
465,@nytimes,Wed Mar 28 21:40:26 +0000 2018,0.4019,0.124,0.0,0.876,66
466,@nytimes,Wed Mar 28 21:32:03 +0000 2018,0.0,0.0,0.0,1.0,67
467,@nytimes,Wed Mar 28 21:16:06 +0000 2018,0.0,0.0,0.0,1.0,68
468,@nytimes,Wed Mar 28 21:00:09 +0000 2018,0.0,0.0,0.0,1.0,69
469,@nytimes,Wed Mar 28 20:45:04 +0000 2018,0.0,0.0,0.0,1.0,70
470,@nytimes,Wed Mar 28 20:30:15 +0000 2018,0.0,0.0,0.0,1.0,71
471,@nytimes,Wed Mar 28 20:15:05 +0000 2018,-0.6705,0.081,0.285,0.633,72
472,@nytimes,Wed Mar 28 20:00:06 +0000 2018,-0.296,0.0,0.115,0.885,73
473,@nytimes,Wed Mar 28 19:45:10 +0000 2018,-0.438,0.0,0.153,0.847,74
474,@nytimes,Wed Mar 28 19:37:05 +0000 2018,0.4588,0.188,0.0,0.812,75
475,@nytimes,Wed Mar 28 19:30:10 +0000 2018,0.0,0.0,0.0,1.0,76
476,@nytimes,Wed Mar 28 19:15:03 +0000 2018,0.0,0.0,0.0,1.0,77
477,@nytimes,Wed Mar 28 19:00:05 +0000 2018,0.5563,0.204,0.0,0.796,78
478,@nytimes,Wed Mar 28 18:45:09 +0000 2018,0.4404,0.146,0.0,0.854,79
479,@nytimes,Wed Mar 28 18:30:12 +0000 2018,0.6531,0.263,0.0,0.737,80
480,@nytimes,Wed Mar 28 18:15:08 +0000 2018,-0.7096,0.06,0.297,0.643,81
481,@nytimes,Wed Mar 28 18:00:13 +0000 2018,-0.8074,0.0,0.417,0.583,82
482,@nytimes,Wed Mar 28 17:47:40 +0000 2018,0.296,0.115,0.0,0.885,83
483,@nytimes,Wed Mar 28 17:45:09 +0000 2018,0.296,0.109,0.0,0.891,84
484,@nytimes,Wed Mar 28 17:30:05 +0000 2018,-0.7003,0.042,0.227,0.731,85
485,@nytimes,Wed Mar 28 17:20:12 +0000 2018,0.0,0.0,0.0,1.0,86
486,@nytimes,Wed Mar 28 17:10:05 +0000 2018,0.0,0.0,0.0,1.0,87
487,@nytimes,Wed Mar 28 16:55:03 +0000 2018,0.2023,0.087,0.0,0.913,88
488,@nytimes,Wed Mar 28 16:40:03 +0000 2018,0.296,0.115,0.0,0.885,89
489,@nytimes,Wed Mar 28 16:25:07 +0000 2018,-0.4588,0.077,0.151,0.772,90
490,@nytimes,Wed Mar 28 16:15:04 +0000 2018,0.8225,0.248,0.0,0.752,91
491,@nytimes,Wed Mar 28 16:05:07 +0000 2018,0.8126,0.457,0.0,0.543,92
492,@nytimes,Wed Mar 28 15:50:05 +0000 2018,-0.6369,0.0,0.257,0.743,93
493,@nytimes,Wed Mar 28 15:39:09 +0000 2018,0.0,0.0,0.0,1.0,94
494,@nytimes,Wed Mar 28 15:25:05 +0000 2018,0.3278,0.173,0.0,0.827,95
495,@nytimes,Wed Mar 28 15:10:04 +0000 2018,-0.2023,0.0,0.231,0.769,96
496,@nytimes,Wed Mar 28 15:00:03 +0000 2018,0.0,0.0,0.0,1.0,97
497,@nytimes,Wed Mar 28 14:45:05 +0000 2018,0.4404,0.172,0.0,0.828,98
498,@nytimes,Wed Mar 28 14:30:12 +0000 2018,0.0,0.0,0.0,1.0,99
499,@nytimes,Wed Mar 28 14:15:06 +0000 2018,-0.9231,0.0,0.451,0.549,100
